id,creditPoint,lessonCode,lessonName
5580,4.0,103.007.4,专业汉语
5581,3.0,230.007.1.01,材料科学基础
5582,1.0,PHAR130068.01,药品专利法
5583,3.0,MANA130038.02,审计学
5584,2.0,111.018.1,女性文学作品选讲
5585,2.0,FINE119004.03,京剧表演艺术
5586,6.0,318.171.1.22,毕业论文(含专题讨论)
5587,1.0,PEDU110011.11,排球(一)(女)
5588,3.0,234.024.1,社会统计学
5589,4.0,224.108.1,数据结构
5590,1.0,PEDU110036.02,体育舞蹈(二)(男)
5591,2.0,327.031.1,国际经济学
5592,2.0,PTSS110004.04,思想道德修养
5593,3.0,217.016.1,思想政治教育学原理
5594,3.0,CHEM130012.02,物理化学AⅠ
5595,1.0,PEDU110023.02,乒乓球(一)(女)
5596,2.0,CHIN120002.01,中国文学传统
5597,2.0,356.264.1.02,法医学概论
5598,4.0,ENGL110003.48,大学英语III
5599,3.0,329.155.1.01,飞行器结构分析与设计
5600,1.0,PHAR130075.01,药理学专题讨论
5601,1.0,NDEC110002.10,军事理论
5602,2.0,FORE130195,英美戏剧(上)
5603,3.0,MATH130038.01,组合优化
5604,2.0,0491.1.1,行政法学
5605,3.0,332.033.1,金融财务中的定量方法
5606,1.0,102.001.2,体育(二)
5607,2.0,JOUR130041.01,公共关系学
5608,2.0,FINE110031.01,数码钢琴演奏（初级）
5609,3.0,MANA130270.01,全球和中国物流管理
5610,2.0,269.039.1,市场营销导论
5611,3.0,POLI130004.01,西方经济学基础
5612,4.0,357.149.1.01,医院管理学
5613,8.0,312.162.2,日语II(下)
5614,2.0,317.115.1.01,信息安全与国际关系
5615,2.0,222.108.1,胶体及界面化学
5616,6.0,318.171.1.01,毕业论文(含专题讨论)
5617,2.0,124.008.2,计算机应用基础A(下)
5618,3.0,INFO130005.04,模拟与数字电路实验(上)
5619,3.0,332.010.1.01,投资分析
5620,3.0,340.014.1,国际企业财务
5621,1.0,PHAR130046.01,天然药物化学II
5622,1.0,HIST130012.01,学年论文
5623,2.0,HIST130011.01,社会实践
5624,4.0,ENGL110001.18,大学英语I
5625,2.0,HIST130078.01,魏晋南北朝史
5626,3.0,333.001.1,企业管理原理
5627,5.0,261.008.1,数据结构与算法设计
5628,4.0,219.105.1.01,数学物理方法A
5629,2.0,1075.1.1,热学
5630,4.0,INFO120002.02,模拟电子学基础
5631,2.0,FORE130203.01,莎士比亚选读
5632,1.0,JWCH110003.01,科学讲座（三）
5633,2.0,FORE120003.01,美国文学史选读
5634,2.0,345.014.1,环境与可持续发展
5635,2.0,LAWS110021.01,公司法的理论和实务
5636,2.0,NURS130011.01,精神科护理学
5637,3.0,234.046.1,心理学导论
5638,1.0,334.030.1,社会调查与实习(社会学)
5639,2.0,222.003.1,分析化学A(上)
5640,2.0,MATH119003.01,数据的背后
5641,1.0,105.002.1.18,军事理论
5642,2.0,MACR119002.01,大分子与生命
5643,3.0,ECON130004.03,国际贸易
5644,3.0,115.901.1,经济学基础
5645,5.0,MATH120003.04,高等数学B(上）
5646,2.0,CHIN130086,中国现代影视剧研究
5647,3.0,LAWS130030.01,国际贸易法
5648,2.0,103.011.1,高级英语听力
5649,4.0,0970.1.1,普通物理A(上 )
5650,3.0,318.063.1,生物数学
5651,2.0,INFO130076.01,嵌入式系统
5652,2.0,INFO130104.01,深亚微米工艺技术
5653,4.0,212.006.1,高级英语(上)
5654,2.0,358.063.1.01,生物制药技术
5655,2.0,269.035.1,跨国公司管理
5656,4.0,0982.2.1,力学
5657,1.0,PEDU110102.09,足球
5658,2.0,156.016.1.01,寄生虫与过敏性疾病
5659,1.0,313.203.1.01,新闻著作权
5660,2.0,250.005.1,现代旅游经营管理
5661,1.0,159.004.1,康复护理
5662,2.0,JOUR130005.01,深度报道
5663,2.0,MED130012.02,寄生虫学C
5664,3.0,318.113.1,数论基础
5665,3.0,1281.1.1,非线性与高频电路
5666,2.0,314.030.1,中国近代经济史
5667,2.0,MATE110002.01,生物医用材料
5668,3.0,217.013.1,当代国际关系
5669,1.0,PEDU110091.12,乒乓球
5670,2.0,117.036.1,美国宗教与社会
5671,3.0,ECON120003.06,宏观经济学A
5672,3.0,214.903.1,20世纪世界史
5673,3.0,MATH130013.01,微分几何
5674,2.0,INFO130234.01,工程图学及应用
5675,3.0,INFO120008.02,集合与图论
5676,4.0,335.031.1.01,毕业论文
5677,2.0,0544.1.1,保险法学
5678,1.0,NDEC110002.12,军事理论
5679,2.0,319.015.1,应用非线性光学
5680,4.0,ENGL110003,大学英语III
5681,2.0,222.101.2,普通化学与化学分析实验中
5682,2.0,159.007.1,实用卫生保健
5683,2.0,ECON130070,商务谈判(英语)(上)
5684,2.0,SOCI130040,抽样调查(社会学)
5685,2.0,SOFT130036,算法设计与分析
5686,3.0,312.004.3,英美文学下
5687,2.0,327.072.1,专业英语I(法律)
5688,2.0,222.106.3.03,仪器分析和物理化学实验A下
5689,3.0,PTSS110054.05,马克思主义基础原理概论
5690,2.0,PHAR119002.01,药膳与中国饮食文化
5691,2.0,169.027.1,理财学导论
5692,2.0,PHIL119006.01,《论语》导读
5693,2.0,JOUR130016.05,教学小实习
5694,2.0,MED130146.08,基于疾病的多学科教学IV
5695,2.0,INFO130028.02,集成电路实验(下)
5696,1.0,PEDU110053.03,防卫术
5697,3.0,326.043.1.01,货币经济学
5698,3.0,372.034.1.01,代数结构与数理逻辑
5699,4.0,342.005.1,审计(英)
5700,1.0,157.019.1.01,法医毒理
5701,5.0,SOFT130004.02,数据结构与算法设计
5702,4.0,219.122.2.12,大学物理（下）
5703,4.0,103.001.3,大学英语(三)
5704,2.0,327.009.1,税法
5705,3.0,329.128.1,转子动力学基础
5706,2.0,150.001.1,旅游与经济管理
5707,2.0,POLI130020.01,社会实践
5708,1.0,PEDU110088.25,篮球
5709,2.0,350.025.1,旅游管理专题
5710,2.0,315.039.1.02,区域经济学
5711,2.0,LAWS110008.01,宪法概论
5712,4.0,INFO130245,电气工程基础
5713,2.0,HIST130073,英国史
5714,1.0,PEDU110104.05,垒球
5715,2.0,311.170.1,中国当代文学
5716,2.0,PHIL119016.01,《尼各马可伦理学》导读
5717,3.0,ECON130067.01,国际企业人力资源管理
5718,3.0,101.074.1.07,中国马克思主义概论
5719,2.0,FINE110014.06,中外音乐审美
5720,2.0,127.013.1.01,法律基础
5721,3.0,INFO130011.02,电路理论
5722,1.0,PEDU110057.05,综合体育(一)(男)
5723,4.0,LAWS110006.01,高级汉语(上)
5724,1.5,BIOL130002.02,植物学实验
5725,2.0,358.038.1.01,免疫药理学
5726,3.0,LAWS130009.01,民事诉讼法
5727,4.0,0022.4.1,计算机应用基础(二)
5728,2.0,101.054.1.01,中国社会概论
5729,1.0,INFO110040.03,计算机绘图与多媒体
5730,3.0,340.053.1,风险投资导论
5731,3.0,COMP110006.11,VB程序设计
5732,2.0,600.030.1,Dream Weaver网页设计
5733,3.0,INFO110004.06,VB程序设计
5734,2.0,PTSS110056.04,社会主义市场经济概论
5735,2.0,0518.1.1,社会指标与评估
5736,2.0,FORE130009.01,英语写作II(上)
5737,2.0,329.007.1,专业英语(力学)
5738,2.0,392.018.1,法理学II
5739,2.0,MANA120021.01,财务报表解读
5740,1.5,BIOL130007.02,生物化学实验
5741,2.0,358.074.1,元素化学
5742,2.0,370.132.1.01,生物学野外实习
5743,1.0,PEDU110088.01,篮球
5744,3.0,347.035.1,国际财务管理
5745,1.0,PEDU110038,体育舞蹈(二)(女)
5746,3.0,332.019.1,数据处理系统设计与实现
5747,2.0,334.036.1.02,社会科学统计软件应用
5748,4.0,MED130018,影像诊断学B
5749,3.0,LAWS130004.02,中国法制史
5750,3.0,ECON120003.10,宏观经济学A
5751,2.0,311.199.1,语法学
5752,3.0,ILLU130009,真空技术
5753,3.0,MECH130089,程序设计
5754,2.0,358.010.1,核药学概论
5755,2.0,FORE130245.01,俄罗斯戏剧
5756,4.0,356.009.1.03,妇产科学
5757,2.0,314.041.1,中国现代思想史
5758,3.0,313.021.2,英文新闻写作(下)
5759,2.0,212.023.1,日语会话上
5760,3.0,0889.1.1,财务分析(学分3)
5761,5.0,MATH120004,高等数学B(下）
5762,3.0,MANA130195.01,商务法语（下）
5763,3.0,330.125.1,有机化学与聚合物引论
5764,1.0,102.122.1,足球(一)(男)
5765,1.0,358.097.1.01,药品营销学
5766,1.0,PEDU110049.03,中国武术一、二段
5767,3.0,372.049.2.01,高频电子线路B
5768,3.0,340.004.1,国际税收
5769,2.0,MACR110006.01,超分子化学
5770,4.0,103.015.1,大学英语I
5771,2.0,FORE110022.01,初级瑞典语(上)
5772,2.0,334.016.1,社会学专题
5773,2.0,ENGL110040.03,英语口语
5774,2.0,BIOL119002.01,营养与健康
5775,3.0,372.058.1.01,光纤通信原理与技术
5776,4.0,357.039.1.01,劳动卫生学
5777,2.5,MED130147.04,病理解剖学A(上)
5778,4.0,331.009.1,照明设计
5779,2.0,PHIL130020.01,道教的理论与历史
5780,3.0,101.007.1.01,邓小平理论概论
5781,2.0,POLI130072.04,专题阅读讨论
5782,3.0,ECON120002.07,微观经济学A
5783,3.0,ECON130067,国际企业人力资源管理
5784,3.0,MANA120003.06,会计学
5785,1.0,PEDU110105.06,体育舞蹈
5786,2.0,INFO130132.01,计算机仿真与模拟
5787,2.0,130.007.1,推进世界的材料科学
5788,2.0,PTSS110056.03,社会主义市场经济概论
5789,2.0,ENGL110024.02,影视与英美文化讨论
5790,4.0,357.148.1.01,卫生事业管理学
5791,3.0,318.008.1,微分流形
5792,2.0,ECON110006.01,货币一体化与欧元
5793,2.0,POLI130011.01,当代西方政治学
5794,4.0,103.030.1,社会医学英语
5795,3.0,269.017.1,管理沟通
5796,2.0,172.012.1.02,多媒体技术初步
5797,2.0,ECON130094.01,保险法
5798,2.0,212.016.1,英汉互译II上
5799,2.0,313.047.1,时事广播英语
5800,3.0,358.002.1,有机化学实验
5801,3.5,218.008.1,概率论A
5802,3.0,MANA110037.01,外国商务投资
5803,4.0,331.116.1.01,传感器和信号处理
5804,2.0,342.031.1,政府与非赢利组织会计
5805,3.5,324.004.1,计算机网络
5806,2.0,PHYS110014.01,医学物理实验
5807,3.0,MECH130022.01,微分方程
5808,2.0,PTSS110008.08,中国近现代史纲要
5809,1.0,PEDU110077.14,网球
5810,2.0,ENGL110024.04,影视与英美文化讨论
5811,2.0,311.267.1.01,现当代人物传记研究
5812,3.0,327.017.1,国际税法
5813,2.0,PHIL130100,形而上学研究
5814,2.0,313.094.1,大众传媒与文化
5815,4.0,PHYS120002.07,大学物理（下）
5816,2.0,ARTS130020.01,综合绘画与材料
5817,2.0,156.023.1.01,人体奥秘
5818,3.0,372.024.1.02,编译
5819,2.0,POLI130077.02,英语听说(中高级)(上)
5820,3.0,LAWS130019,法律实务
5821,2.0,127.008.1,劳动法
5822,4.0,CHEM130049.02,有机化学
5823,2.0,JOUR130063,大众传媒与文化
5824,2.0,170.001.1,人类生态学
5825,2.0,PHIL130095.01,现代逻辑II
5826,1.0,PEDU110029.06,网球(一)(男)
5827,3.0,325.039.1.01,管理预测方法
5828,2.0,161.004.1,网络与多媒体
5829,2.0,600.002.1,金融交易技术分析
5830,1.5,ENVI130007.01,环境监测实验
5831,2.0,BIOL130081.01,物种起源导论
5832,2.0,HIST130055.01,中国金融史
5833,2.0,212.044.1,俄语视听说II上
5834,2.0,356.019.1.01,皮肤病学
5835,1.0,PEDU110022.15,乒乓球(二)(男)
5836,3.0,0975.1.1,复变函数A
5837,3.5,MED130027.01,局部解剖学A
5838,4.0,MED130014.01,药理学C
5839,4.0,PHYS120002.14,大学物理（下）
5840,3.0,TOUR130033.01,日语(上)
5841,3.0,INFO130150.01,应用非线性光学
5842,2.0,HIST130099.01,口述历史
5843,1.0,PHAR130011,药物设计学
5844,4.0,313.226.1,教学大实习
5845,2.0,ENVI130028,专业英语
5846,4.0,0021.1.1,计算机应用基础(一)
5847,3.0,INFO110004,VB程序设计
5848,2.0,313.217.1,中外广播电视发展史
5849,1.0,212.031.2.01,德语视听II(下)
5850,3.5,218.005.1,数据库与操作系统
5851,3.0,CHIN130031.01,专业英语(汉语言)
5852,2.0,MANA110015,应用统计学
5853,1.0,PEDU110024.08,乒乓球(二)(女)
5854,2.0,MED130008.03,医学遗传学A
5855,3.0,392.060.1,多媒体技术
5856,6.0,MATH130015.23,毕业论文(含专题讨论)
5857,2.5,MED130001.01,细胞生物学B
5858,2.0,FORE130106.01,俄语写作(下)
5859,4.0,331.108.1.01,电气工程基础
5860,2.0,INFO130162.01,数字系统设计自动化
5861,2.0,314.091.1,宾馆经营管理
5862,6.0,322.127.1.02,毕业论文
5863,2.0,ARTS130037.01,雕塑
5864,2.0,POLI130095,大众传媒与外交
5865,5.0,MATH120003.01,高等数学B(上）
5866,6.0,FORE130035,高级德语(下)
5867,4.0,INFO130147.01,微机原理和接口技术B
5868,4.0,INFO120002.01,模拟电子学基础
5869,4.0,419.014.1,光学B
5870,4.0,INFO130051.01,数据结构
5871,2.0,169.004.1,管理学基础
5872,2.0,MED130145.13,基于疾病的多学科教学III
5873,2.0,POLI130125,美国经济概论
5874,3.0,INFO130009.02,信号与通信系统
5875,3.0,227.002.1,宪法学
5876,1.0,157.060.1,性健康教育
5877,3.0,ILLU130019,电力电子学
5878,2.0,MANA110021.02,现代物流管理
5879,2.0,314.118.1,说文解字导读
5880,2.0,268.037.1,世界主要社会保障制度比较
5881,4.0,218.109.3,数学分析(下)
5882,3.0,325.050.1,金融投资的定量方法
5883,2.0,MUSE130018.01,田野考古学
5884,1.0,318.075.1,生产实习
5885,2.0,312.064.1,法语影视
5886,3.0,345.004.1,环境监测A
5887,2.0,PHYS119004.01,天体物理与宇宙论的演化
5888,2.0,ENGL110044.39,大学英语II
5889,1.0,PEDU110048.01,十六式太极拳
5890,4.0,PHAR130005.01,医学基础
5891,2.0,CHEM130023.01,现代化学专题(现代化学技术)
5892,4.0,344.005.1,高分子实验
5893,2.0,312.059.1,法语散文选读上
5894,3.0,POLI120004.01,当代中国政治制度
5895,1.0,PEDU110049.02,中国武术一、二段
5896,3.0,341.036.1,财务会计
5897,3.0,MED130030.03,传染病学A
5898,3.0,252.003.1,光纤通信原理与技术
5899,2.0,PHAR130009.01,核药学概论
5900,2.0,JOUR120001.05,马克思主义新闻思想
5901,2.0,312.082.1,外贸俄语
5902,6.0,MED130056.02,内科学C
5903,3.0,MANA130029,投资学
5904,3.0,213.003.1,新闻采访
5905,2.0,CHIN110015.01,现代文学思潮
5906,2.0,ENGL110039.07,英语听力
5907,2.0,JOUR130147.01,中外广告事业
5908,3.0,227.001.1,法学导论
5909,3.0,MED130041.01,免疫学B
5910,3.0,0888.1.1,企业税务(学分3)
5911,2.0,135.014.1,中国文物鉴赏
5912,5.0,MATH120008.06,数学分析Ⅰ
5913,2.0,FORE130125.01,翻译理论与技巧韩国语(上)
5914,4.0,356.002.1.01,影像诊断学
5915,2.0,JOUR130047.01,舆论学
5916,8.0,324.035.1,计算机系毕业论文
5917,2.0,340.035.3.01,金融英语(三)
5918,3.0,340.022.1,海上保险
5919,5.0,COMP120002.01,数学分析（下）
5920,2.0,FINE119004.01,京剧表演艺术
5921,1.0,313.138.1,广告文化
5922,2.0,FORE130265,德语国家历史
5923,2.0,MED110025.01,简明法医学
5924,2.0,ENVI110005.01,地理信息系统及其应用
5925,2.0,MANA130016.02,实习调查
5926,3.0,MANA130033,经济法
5927,3.0,ECON120002.01,微观经济学A
5928,3.0,MANA130037.01,税法
5929,2.0,330.106.1,电镜分析
5930,3.0,ECON130126.01,微观经济学专题
5931,2.0,113.001.1,新闻媒介与社会
5932,3.0,LAWS130002.01,民法I
5933,1.0,321.055.1,电工系生产实习
5934,2.0,JOUR130010.02,媒介经营管理
5935,2.0,PHIL119033.03,《费尔巴哈论》研读
5936,2.0,PHYS120004.12,普通物理实验
5937,1.0,PHPM130035.01,生殖健康进展
5938,3.0,MECH130005.01,理论力学(上)
5939,2.0,335.043.1,博物馆藏品管理
5940,3.5,356.172.1.01,中医学
5941,2.0,355.015.3,财经英语(下)
5942,2.0,JOUR130107.01,视听语言
5943,1.0,157.030.1.01,卫生法导论
5944,2.5,MED130155,儿科学A
5945,3.0,MANA130070,非线性最优化理论
5946,2.0,329.120.1,建筑工程学基础
5947,2.0,600.029.1,现代英语语法概要
5948,2.0,335.052.1,文物保护与现代科技
5949,1.0,NURS130014.01,基础护理临床实习
5950,2.0,PHIL130029.01,艺术哲学
5951,1.0,PEDU110078.29,排球
5952,2.0,ECON130016.06,社会实践
5953,1.0,313.196.1,财经报道
5954,2.0,370.016.1,膜生物物理学
5955,1.0,313.198.1,新闻法案例分析
5956,2.0,350.014.1,旅游社会学
5957,2.0,MATE130007,高分子材料化学
5958,2.0,335.064.1,民俗学概论
5959,2.0,FORE130269.01,俄语泛读(中)
5960,1.0,COMP110001.03,计算机高级办公自动化
5961,2.0,104.001.1,大学美育
5962,2.0,314.008.1,先秦史
5963,2.0,MUSE130002.01,文化遗产管理与法规
5964,8.0,334.075.1,社会实践
5965,4.0,329.101.1,弹性力学
5966,2.0,HIST130094,历代改革与文化
5967,2.0,MED130083.01,全科医学
5968,2.0,317.001.2,中国历代政治与行政(下)
5969,2.0,ENGL110044.48,大学英语II
5970,2.0,104.005.1.01,影视剧艺术
5971,5.0,MATH120001.04,高等数学A（上）
5972,3.0,SOFT130039.01,离散数学(上)
5973,2.0,211.017.1,中国文学传统
5974,3.0,268.016.1,中国经济史(学分3)
5975,2.0,312.030.1,日本报刊选读
5976,2.0,370.116.1.01,生命科学交叉前沿专题
5977,9.0,FORE130055.01,中级法语(下)
5978,3.0,PHAR130018.01,药剂学I
5979,3.0,PHYS130009.01,电动力学
5980,1.0,COMP110002.08,计算机绘图与多媒体
5981,1.0,PEDU110034.16,木兰扇
5982,3.0,318.009.1,数理统计
5983,2.0,370.152.1.01,蛋白质组学
5984,2.0,INFO130105.01,传感器原理及应用
5985,2.0,POLI130108.01,认同与国际关系
5986,1.0,PEDU110102.16,足球
5987,2.0,FORE130017.04,英语听说I(下)
5988,2.0,PHYS130076,经济物理
5989,3.5,MED130002.03,系统解剖学B
5990,2.0,FORE130132,英语多文体阅读(下)
5991,2.0,355.015.3.01,财经英语(下)
5992,3.0,372.161.1.01,信号与系统A
5993,2.0,317.056.1,美国外交政策
5994,4.0,ILLU130011,传感器和信号处理
5995,3.5,MED130020.03,中医学
5996,3.0,ECON130010.02,当代中国经济
5997,2.0,129.017.1,力学实验导论
5998,2.0,0090.1.1,旅游学概论
5999,3.0,0688.1.1,现代新闻学研究
6000,5.0,PHAR130006.01,生物化学
6001,3.0,INFO130025,模拟集成电路设计原理
6002,3.0,MATH130073.01,数值代数
6003,2.0,313.221.1.01,专业摄影(提高)
6004,2.0,222.107.1,仪器分析
6005,3.0,MANA130115,价值评估
6006,2.0,JOUR119001.02,媒介与社会
6007,5.5,356.122.1,病理解剖学
6008,3.0,356.237.1.01,分子生物学
6009,4.0,312.007.2,第二外语(德语)(中)
6010,4.0,FORE110017,留学生专业汉语II
6011,3.0,MANA110027.01,项目评估
6012,2.0,372.168.1,医学超声技术
6013,3.0,PHYS130042.01,应用数学
6014,2.0,MED130145.06,基于疾病的多学科教学III
6015,2.0,MANA130016.05,实习调查
6016,2.0,SOFT130046.01,专业英语
6017,3.0,315.024.1,城市经济和管理
6018,1.0,PEDU110091.06,乒乓球
6019,3.0,PTSS110057.07,毛泽东思想中国特色理论概论
6020,2.0,ECON130055.01,经济伦理学
6021,4.0,0970.1.2,普通物理A(下)
6022,3.0,317.085.1,西方政治史
6023,4.0,ENGL110002.04,大学英语II
6024,3.0,1006.1.1,数学模型与实习
6025,3.0,INFO110001.12,计算机网络与多媒体
6026,1.0,102.353.1,中国武术三段(男、女)
6027,2.0,ENGL110009.02,英美文化概论
6028,0.0,361.012.1,计算机前沿讲座(上)
6029,2.0,156.015.1,疾病的机制入门(各论部分)
6030,5.0,COMP120001.02,数学分析（上）
6031,3.0,0933.1.1,金融信息系统
6032,3.0,CHEM130012.01,物理化学AⅠ
6033,3.0,MANA130076.02,统计软件
6034,2.0,PHYS130054.04,设计性研究性物理实验II
6035,4.5,357.040.1.01,流行病学
6036,2.0,ECON130099,保险人力资源管理
6037,4.0,1404.1.1,数据结构与操作系统
6038,4.0,ENVI130020.01,有机化学
6039,2.0,313.063.1.01,广告英语
6040,2.0,MED130115.01,中医护理学
6041,2.0,PHPM130078,医学放射生物学
6042,1.0,PEDU110033.13,木兰拳
6043,2.0,ENGL110036.01,英语公众演说
6044,2.0,327.072.1.01,专业英语I(法律)
6045,3.0,PTSS110002.01,中国马克思主义概论
6046,1.0,MED130033.04,口腔科学B
6047,2.0,SOCI130009,政治社会学
6048,3.0,0984.1.1,材料力学
6049,4.0,MUSE130009,毕业论文
6050,2.0,PTSS110008.10,中国近现代史纲要
6051,3.0,317.081.1.01,行政法
6052,6.0,218.120.1.07,毕业论文
6053,4.0,ICES110003.01,留学生专业汉语I
6054,3.0,LAWS130027.01,婚姻家庭法
6055,2.0,MACR110005.01,纳米材料与纳米技术导论
6056,4.0,CHIN110019.02,留学生高级汉语(上)
6057,2.0,POLI130072.03,专题阅读讨论
6058,2.0,600.016.1,中国古钱币文化与鉴赏
6059,1.0,PEDU110041.04,健美操(一)(女)
6060,2.0,131.008.1.01,光与色彩
6061,2.0,370.008.1,遗传工程原理
6062,3.0,216.007.1,现代西方哲学
6063,2.0,321.102.1,计算机基础
6064,2.0,ENGL110030.05,英语高级口译
6065,2.0,HIST119003.04,文艺复兴史
6066,4.0,ILLU130005,气体放电与光源
6067,2.0,MATE130001.01,电子封装材料与工艺
