id,creditPoint,lessonCode,lessonName
13856,2.0,329.148.2.01,程序设计Ⅱ
13857,2.0,SOFT130047.01,商务智能
13858,2.0,124.016.1,数据库应用基础
13859,2.0,329.198.1,流体力学专题
13860,2.0,372.095.1.01,模糊集原理及其应用
13861,2.0,269.057.1.01,产业经济学概论
13862,4.0,0022.1.1,计算机应用基础(二)
13863,2.0,613.014.1,摄影美学
13864,7.0,261.002.1,Java Programming&Data Structure
13865,1.0,INFO110039.20,计算机高级办公自动化
13866,2.0,PHIL130056.01,西方哲学专题研究
13867,2.0,JOUR130049.02,整合营销传播
13868,2.0,312.114.1,英美报刊
13869,1.0,PEDU110009.18,排球(一)(男)
13870,1.0,COMP110002.24,计算机绘图与多媒体
13871,4.0,319.138.1.01,量子力学I
13872,2.0,312.053.1,德国经贸文选
13873,2.0,311.016.1.01,中国文学史料学
13874,2.0,119.008.1.01,环境心理物理学
13875,2.0,HIST130095,世界文化史
13876,2.0,ENGL110044.25,大学英语II
13877,2.0,229.101.1,力学与工程科学概论
13878,1.0,PEDU110031.02,网球(一)(女)
13879,2.0,316.028.1,中西哲学比较
13880,1.0,PEDU110031.03,网球(一)(女)
13881,2.0,330.024.1.01,专业英语(材料物理)(上)
13882,2.0,312.206.1.01,英语词汇学
13883,2.0,322.114.1,近代化学实验
13884,1.0,229.009.1.02,材料力学实验
13885,2.0,POLI130133.01,中国外交文献选读
13886,2.0,332.027.2,专业英语(运筹学)(下)
13887,2.0,CHIN130140,现代汉语语法研究
13888,2.0,330.136.1.01,新型能源材料
13889,2.0,311.316.1.02,中国当代文学专题
13890,2.0,356.239.3.04,医学英语III
13891,2.0,CHIN119010.04,中国诗学经典导读
13892,1.0,PEDU110107.12,健美操
13893,3.0,BIOL130008,细胞生物学
13894,1.0,102.102.1,普修专项(男)
13895,2.0,ECON110015.01,外国经济思潮
13896,2.0,334.090.1.01,儒家伦理与中国社会
13897,3.0,345.012.1.01,水污染与控制
13898,2.0,PHPM110020,营养与疾病
13899,2.0,FORE120006,英美报刊
13900,2.0,319.046.1,液晶原理与应用
13901,2.0,SOCI130092.01,西方心理学名著选读
13902,4.0,372.078.1,计算机原理
13903,2.0,600.035.1,杨式太极拳
13904,3.0,MANA130092,应用统计专题
13905,2.0,392.001.3,专业英语(三)
13906,2.0,MED130156.06,眼科学
13907,2.0,0446.1.1,德国文化及文学
13908,2.0,INFO130069,网络程序设计
13909,2.0,315.018.1,物业管理
13910,2.0,312.045.1,德语论文写作技巧
13911,1.0,212.063.2,日语听音中
13912,3.0,325.050.1.01,金融投资的定量方法
13913,4.0,103.015.3.22,大学英语III
13914,2.0,319.136.1,物理实验(上)
13915,2.0,MANA130174,专题讨论
13916,2.0,317.060.2.02,英语听说(中高级)(下)
13917,3.0,356.280.1.01,细胞超微结构与电镜技术
13918,3.0,PHYS130036,量子力学II
13919,8.0,357.041.1.01,临床实习
13920,2.0,SOCI110001.01,社会心理学B
13921,3.0,PTSS110057.14,毛泽东思想中国特色理论概论
13922,1.0,105.002.1.16,军事理论
13923,2.0,JOUR130062.01,各国新闻法规
13924,12.0,MED130131.01,毕业论文
13925,3.0,LAWS130052.01,国际商法
13926,2.0,COMP110016.01,JAVA程序设计
13927,2.0,SOCI130077.01,法律与社会工作
13928,2.0,PHAR130082.01,药物靶向传释系统
13929,1.0,PHAR130025.01,Excel数值方法及在化学中应用
13930,1.0,357.139.1.01,生殖健康进展
13931,2.0,319.009.1,天体物理概论
13932,2.0,356.239.3.02,医学英语III
13933,2.0,CHIN130113,《红楼梦》精读
13934,2.0,MED130166.01,妇产科学床边教学
13935,2.0,PHAR130014.02,实验药物化学I
13936,1.5,270.014.1.01,生物化学实验A(上)
13937,2.0,PHIL130141.01,《荀子》
13938,3.0,326.023.1.01,国际经营
13939,2.0,LAWS110009,国际经济合同
13940,2.0,MED130106.01,科研交流的专业技巧
13941,1.0,312.164.1.01,日语听音(上)
13942,2.0,268.027.1,公共经济与社会保障
13943,3.0,172.018.1.03,计算机网络与多媒体
13944,2.0,216.026.1.02,哲学导论
13945,2.0,312.152.1.01,德语文学史及作品选读(上)
13946,2.0,219.125.1.07,普通物理实验
13947,3.0,MANA130003.05,管理学导论
13948,2.0,312.134.1,俄语影视
13949,2.0,317.144.1,国际贸易概论
13950,2.0,312.216.1.01,现代爱尔兰戏剧
13951,2.0,317.102.1,俄罗斯政治与对外关系
13952,2.0,134.021.1,西方社会思潮
13953,2.0,334.117.1.01,认知心理学
13954,2.0,322.050.1,新型无机材料
13955,2.0,MED130161.01,医学神经生物学
13956,3.0,POLI130013.01,公共政策概论
13957,2.0,FORE130255.01,韩语语法学
13958,2.0,370.152.1,蛋白质组学
13959,2.0,2005.1.1,当代欧洲哲学
13960,3.0,339.004.1,素描
13961,2.0,MANA130060,整合营销沟通
13962,2.0,145.010.1,环境工程学B
13963,2.0,JOUR130097.01,影视作品分析
13964,1.5,270.010.1.03,微生物学实验
13965,2.0,101.013.1.01,基督教思想史
13966,2.0,312.161.1.03,翻译理论与技巧(一)
13967,6.0,356.142.1,法医病理学
13968,3.0,MANA130085.01,金融工程
13969,1.0,PHPM110001,生命全程与健康
13970,2.0,101.033.1,当代世界经济政治与国际关系
13971,3.0,INFO130139,信息安全原理
13972,3.0,234.035.1,管理学概论
13973,3.0,372.204.1,近世代数
13974,2.0,370.154.1.01,行为生态学
13975,2.0,MANA110030.01,国际营销策略
13976,4.0,SOCI130025.01,社会工作实习(二)
13977,1.0,105.002.1.02,军事理论
13978,2.0,MED130146.05,基于疾病的多学科教学IV
13979,3.0,322.116.2.01,物理化学AⅡ
13980,2.0,MANA130163.01,管理新视野系列讲座
13981,2.0,HIST110004.01,东西文化交流
13982,3.0,SOCI130020,社会工作行政
13983,1.0,316.126.2,世界宗教专题讲座(下)
13984,2.0,315.032.2.01,财经英语(二)
13985,2.0,615.001.1,经济法
13986,4.0,261.004.1,软件工程
13987,2.0,313.239.1,世界传播事业概况
13988,2.0,311.130.1,二十世纪各体文学研究史
13989,1.0,PEDU110106.06,形体健美
13990,3.0,327.073.1,专业英语II(法律)
13991,3.0,329.196.2,流体力学Ⅱ
13992,4.0,103.027.1.01,高级英语
13993,2.0,ARTS130027,虚拟空间设计
13994,3.0,219.119.1,普通物理
13995,3.0,327.013.1.02,国际经济法导论
13996,2.0,POLI130092,环境与国际关系
13997,2.0,SOFT110003.01,WebServices及其应用
13998,3.0,MATH130009,概率论
13999,2.0,PHIL119037.01,休谟《人性论》导读
14000,3.0,318.088.1,精算数学
14001,3.0,219.127.1,线性代数与概率统计
14002,3.0,334.134.1.03,专业英语
14003,4.0,ENGL110002.45,大学英语II
14004,3.0,MANA130274,应用统计软件
14005,6.0,203.002.1,English(1)
14006,2.0,314.136.1.01,中国金融史
14007,2.0,CHIN120007,现代语言学
14008,2.0,FORE110028.01,中级瑞典语(上)
14009,3.0,317.080.1.01,公共政策概论
14010,3.0,372.142.1,网络基础实验
14011,2.0,327.011.1,金融法
14012,2.0,0324.1.1,旅游资源开发与利用
14013,3.0,361.015.1,计算机体系结构
14014,3.0,311.198.2,专业英语(汉语言文学)下
14015,4.0,372.053.1,固体物理
14016,6.0,339.014.1,会展设计
14017,6.0,1396.1.1,日语精读(一)
14018,4.0,219.106.1.01,经典物理A
14019,3.0,372.079.1,计算理论基础
14020,2.0,156.043.1.01,表面解剖学
14021,3.0,312.104.2,俄语专业第二外语英语二
14022,2.0,ENGL110030.01,英语高级口译
14023,1.5,356.016.1.03,精神医学
14024,2.0,317.072.1,国际安全与军备控制
14025,2.0,101.048.1,苏联东欧社会主义变迁
14026,5.0,SOFT130001.01,程序设计
14027,2.0,311.214.1,普通语言学教程
14028,2.0,PHIL130150.01,宗教学专业语言II
14029,1.0,PEDU110025.02,羽毛球(一)(男)
14030,2.0,356.222.1,医学生物学实验
14031,3.0,319.131.1.01,电子学方法
14032,3.0,344.106.1,生物化学
14033,2.0,351.010.1,程控交换机
14034,2.0,347.025.1.01,企业公共关系理论与实务
14035,3.0,372.131.2,数字信号处理B
14036,3.0,331.010.1.01,灯具设计
14037,2.0,611.010.1,中国古典诗词艺术鉴赏
14038,2.0,313.131.1,广播节目制作
14039,1.0,PEDU110060.03,游泳(二)(男、女)
14040,2.0,311.078.1.01,现代汉语语法研究
14041,3.0,MATH130039,最优控制理论
14042,1.0,PEDU110041.10,健美操(一)(女)
14043,2.0,339.066.1.01,专业外语
14044,3.0,361.004.1.01,面向对象分析和设计
14045,3.0,ENVI130011.01,环境化学A
14046,6.0,348.026.1,毕业论文
14047,6.0,MATH130015.35,毕业论文(含专题讨论)
14048,2.0,MANA130298.01,金融衍生工具
14049,2.0,FORE130083,翻译理论与技巧(下)
14050,2.0,ENVI110001,环境与可持续发展
14051,2.0,2004.1.1,社会主义建设概论
14052,2.0,140.003.1,国际金融
14053,2.0,ENVI110010.01,能源与环境
14054,4.0,372.185.1,微机原理和接口技术B
14055,1.0,INFO110040.01,计算机绘图与多媒体
14056,2.0,BIOL130089.01,微生物代谢工程
14057,3.0,INFO130232,电磁场与电磁波
14058,2.0,POLI130088,政治社会化研究
14059,1.5,356.016.1.01,精神医学
14060,2.0,PHIL119001.04,《圣经》与西方宗教传统
14061,3.0,172.052.1.04,VB程序设计
14062,2.0,600.048.1,法语会话
14063,2.0,PHIL130098.01,现代法国哲学
14064,1.0,PEDU110018.21,足球(二)(男)
14065,2.0,HIST130021,中外交往史
14066,2.0,114.006.1,中国民族史
14067,3.0,325.065.1.01,供应链管理
14068,3.0,347.004.1.01,国别经营环境
14069,2.0,NURS130020.01,肿瘤护理
14070,2.0,311.152.1,近代中外文学比较研究
14071,6.0,392.020.1,毕业论文
14072,2.0,0488.1.2,诉讼法学(下)
14073,1.0,PEDU110007.02,篮球(一)(女)
14074,2.0,135.004.1,人类艺术巡礼
14075,2.0,234.026.1,西方社会思想史(一)
14076,2.0,311.286.1,中文工具书使用
14077,6.0,218.120.1.28,毕业论文
14078,2.0,334.106.1.01,管理心理学
14079,1.0,PEDU110030.06,网球(二)(男)
14080,2.0,ENVI130040,环境与贸易
14081,2.0,311.023.1,中日现代文学关系研究
14082,3.0,244.001.1.01,高分子化学A
14083,2.0,212.098.2,俄语视听说II(下)
14084,3.0,142.001.1,会计学
14085,3.0,TOUR130045,旅游资源学
14086,2.0,MANA130016.04,实习调查
14087,2.0,313.122.1.01,广播电视节目策划
14088,3.0,372.073.1.03,计算机体系结构
14089,3.0,MANA130203,采购管理
14090,2.0,SOFT130026,逻辑程序设计
14091,2.0,116.039.2.01,西学经典导读(二)
14092,2.0,339.062.2.01,设计实践(二)
14093,2.0,ECON110021.01,投资与风险
14094,4.0,326.047.1.01,毕业论文
14095,1.0,102.317.1,形体健美
14096,3.0,342.015.1.01,国际会计
14097,2.0,MECH119006.01,力学思维与现代工程
14098,6.0,318.171.1.18,毕业论文(含专题讨论)
14099,3.0,216.014.1,基督教概论
14100,2.0,MACR110005,纳米材料与纳米技术导论
14101,2.0,330.102.1.01,工程材料的电学性质(英语)
14102,2.0,103.039.1.03,作品欣赏与翻译
14103,6.0,350.050.1,毕业论文
14104,2.0,356.226.1,免疫工程
14105,3.0,MATH130006.02,复变函数
14106,2.0,357.035.1,卫生微生物
14107,3.0,227.034.1.01,法学基础理论
14108,3.0,358.004.1,物理化学(上)
14109,2.0,CHIN130126,现当代话剧专题研究
14110,3.0,PTSS110001.11,马克思主义基础理论
14111,1.0,PEDU110005.28,篮球(一)(男)
14112,2.0,327.050.1.01,公司法
14113,1.0,392.058.1,系统与接口实验
14114,2.0,HIST130142.01,明清之际中西文化交流史
14115,2.0,ECON130069,转型经济学
14116,1.0,PEDU110012.08,排球(二)(女)
14117,5.0,356.128.1,药理学
14118,4.0,MED130014,药理学C
14119,4.0,ENGL110022.07,社会医学英语
14120,1.0,311.271.1,学年论文
14121,3.0,329.170.1,工程数学
14122,3.0,124.028.1,图象编辑与处理(Photoshop)
14123,2.0,JOUR130125.01,广告文化
14124,2.0,112.018.1,北欧文学
14125,2.0,335.045.1,艺术史概论
14126,1.0,PEDU110006.19,篮球(二)(男)
14127,2.0,356.158.1.03,刑事科学技术(含刑事摄影)
14128,2.0,ENGL110010.02,英语高级口语
14129,2.0,FORE110037.01,童话解读
14130,4.0,356.244.1.01,内科学(床边教学)
14131,3.0,340.013.1,期货与证券投资
14132,2.0,ECON130135.01,国际商务谈判(下)
14133,1.0,PEDU110011.07,排球(一)(女)
14134,3.0,317.142.1,近现代中国对外关系
14135,4.0,103.015.2.17,大学英语II
14136,1.0,PEDU110038.02,体育舞蹈(二)(女)
14137,2.0,COMP130107.01,网络创新实验
14138,1.0,PEDU110006.09,篮球(二)(男)
14139,2.0,313.163.1,摄影专题
14140,3.0,372.136.1,通信电路实验
14141,2.0,PHPM110022,职业与健康
14142,2.0,MANA130147,创业管理
14143,2.0,372.044.1.01,电子学基础
14144,2.0,358.013.1.01,药用植物学I
14145,2.0,PHYS110006.03,自学物理实验
14146,2.0,315.905.1,经济数学基础
14147,2.0,PTSS110005,应用伦理学
14148,2.0,372.132.1.01,数字语音信号处理
14149,3.0,318.156.1,数理统计
14150,1.0,105.002.1.11,军事理论
14151,2.0,BIOL130075.01,酵母细胞生物学
14152,2.0,MED130184.03,医学细胞与遗传学
14153,2.0,113.018.1,传媒日语
14154,8.0,322.045.1.16,化学系毕业论文
14155,2.0,POLI130069,企业行政管理
14156,2.0,319.036.1,高技术讲座
14157,2.0,MUSE110002.01,东西方美术巡礼
14158,2.0,CHIN130173.01,中国手语语言学
14159,2.0,MANA130167.01,信息服务管理
14160,2.0,FORE130216,近代德国文化
14161,3.0,312.104.1,俄语专业第二外语英语一
14162,3.0,330.026.1.01,集成电路的分析与设计
14163,1.0,358.076.1.01,药物靶向传释系统
14164,1.0,105.002.1.15,军事理论
14165,1.0,252.102.1,生产实习
14166,2.0,690.001.1,东方心理修炼技术
14167,2.0,317.039.1.01,政治社会学
14168,2.0,LAWS130032,证券法
14169,2.0,SOCI130039.01,中国的政治经济状况
14170,2.0,PHAR130009.02,核药学概论
14171,2.0,CHIN110008.02,大学语文
14172,2.0,218.119.1.04,专题讨论
14173,3.0,334.115.1,人格心理学
14174,2.0,104.041.1.01,艺术设计原理
14175,2.0,311.333.1.01,西方美学经典导读
14176,2.0,HIST119005.01,古希腊文明研究
14177,2.0,PTSS110006.09,法律基础
14178,2.0,357.137.1,卫生人力规划
14179,5.0,MED130164.02,外科学床边教学
14180,3.0,MANA110029.02,国际营销
14181,2.0,0122.1.1,唐诗研究
14182,4.0,103.015.3.17,大学英语III
14183,4.0,MANA130017.07,毕业论文
14184,1.0,102.103.2,篮球(二)(男)
14185,2.0,MANA130057,营销战略
14186,3.0,268.022.1.01,国际金融
14187,2.0,370.801.1.01,次生代谢与代谢组学
14188,2.0,103.011.1.01,高级英语听力
14189,3.0,MANA130089,数据分析
14190,2.0,329.169.1.01,工程力学专题
14191,3.0,318.158.1.01,数值逼近
14192,1.0,212.074.2,德语阅读(中)
14193,2.0,PHIL130086.01,马克思哲学原著选读I
14194,5.0,MATH120001.06,高等数学A(上）
14195,1.0,PEDU110075.01,击剑
14196,2.0,MED130166.06,妇产科学床边教学
14197,2.0,131.006.1,环境艺术设计与照明科技
14198,2.0,342.013.1.01,财务报表分析
14199,3.0,ECON130136.01,国际服务贸易
14200,1.5,PHPM130082.01,预防医学III
14201,8.0,357.041.1,临床实习
14202,2.0,TOUR130040.01,旅游景点景区开发与管理
14203,2.0,ECON130086.01,国际投资
14204,6.0,358.020.1,毕业论文
14205,2.0,329.140.1.02,CAD与工程图学基础
14206,3.0,MANA130043,国际贸易理论与实务
14207,4.0,103.015.2.15,大学英语II
14208,2.0,MANA120007,市场调研
14209,3.0,LAWS130036.02,国际投资法
14210,2.0,347.013.1.01,国际投资
14211,2.0,322.006.1.02,应用化学实验
14212,2.0,321.117.1,网络工程规划与设计
14213,1.0,SOCI130014.01,学年论文
14214,4.0,ENGL110017.22,高级英语
14215,1.0,PEDU110101.02,传统体育养生
14216,2.0,PHIL130081,伊斯兰教原著选读
14217,3.0,HIST130002,中国史学史
14218,2.0,LAWS130045.01,西方法律思想史
14219,2.0,316.132.1.01,现代科学技术与社会发展
14220,2.0,ECON120007,国际金融与贸易
14221,3.0,ECON130026,国际经营
14222,2.0,ENGL110044.52,大学英语II
14223,3.0,342.015.1.02,国际会计
14224,2.0,101.014.1,应用伦理学概论
14225,2.0,LAWS119004,法治理念与实践
14226,2.0,MANA130045,战略管理基础
14227,1.0,COMP110001.15,计算机高级办公自动化
14228,2.0,PHIL130116.01,民间宗教与新兴宗教
14229,2.0,311.332.1,目录学及其应用
14230,2.0,313.096.1.01,当代世界广播电视
14231,2.0,129.018.1.01,生物力学与人类健康
14232,2.0,ARTS130027.01,虚拟空间设计
14233,3.0,356.120.1.01,寄生虫学
14234,3.0,341.036.1.01,财务会计
14235,2.0,212.089.2.01,翻译理论与技巧韩国语(下)
14236,4.0,372.059.1,光学
14237,6.0,318.171.1.13,毕业论文(含专题讨论)
14238,2.0,HIST130046.01,中华人民共和国史
14239,2.0,212.092.2.03,英语听说I(下)
14240,1.0,PEDU110026.03,羽毛球(二)(男)
14241,1.0,356.021.1.06,口腔科学
14242,2.0,JOUR130043.02,组织传播学
14243,3.0,317.006.1.01,市政学
14244,3.0,357.132.1.02,预防医学I
14245,4.5,356.007.1.01,外科学(上)
14246,3.0,355.001.1,财政思想史
14247,2.0,JOUR130008.01,外国新闻传播史
14248,1.0,PEDU110043.08,健美(一)(男)
14249,2.0,PHIL130043.01,中外逻辑史
14250,3.0,MATE130012.02,电子材料实验
14251,2.0,311.204.1,古文字学
14252,2.0,MANA130278.01,企业战略与IT战略
14253,3.0,217.026.1.02,政治学原理
14254,3.0,332.045.1.01,随机过程
14255,2.0,372.087.1.01,科技英语(生物医学工程)
14256,3.0,INFO130243.01,计算机原理及体系结构
14257,3.0,SOFT130009.02,面向对象程序设计
14258,3.0,PTSS110055.16,“毛、邓、三”概论
14259,2.0,359.010.2,外科护理学(下)
14260,1.0,MED130062.03,细胞与医学遗传学实验
14261,2.0,334.136.1,社会实践
14262,2.0,129.013.1,工程科学中的数学方法
14263,2.0,350.003.1.01,宾馆经营管理
14264,6.0,ICES110005,留学生专业汉语III
14265,2.0,TOUR130046.01,旅游发展规划
14266,2.0,317.119.1.01,大众传媒与外交
14267,2.0,322.114.1.01,近代化学实验
14268,3.0,MACR130007,专业英语及文献
14269,2.0,COMP130096.01,计算机病毒及其防治
14270,3.0,372.163.1,信息光学
14271,2.0,ARTS130026.01,展示模型
14272,2.0,PHIL119015.04,《法哲学原理》导读
14273,2.0,372.088.1.01,科技英语(通信)
14274,1.0,372.107.1.01,生产实习
14275,2.0,317.022.1.01,青年学
14276,2.0,PTSS110017.03,生命伦理学
14277,2.0,MED130076.01,精神医学与司法精神医学
14278,1.0,313.138.1.01,广告文化
14279,3.0,101.073.1,马克思主义基础理论
14280,2.0,317.095.1,议会政治
14281,1.0,PHPM110010.01,健康与健康投资
14282,1.0,FORE130014.04,英语阅读I(下)
14283,4.0,357.141.1.01,卫生管理心理学
14284,4.0,329.196.1,流体力学Ⅰ
14285,3.0,370.055.1.01,生理学
14286,1.0,PEDU110083.01,板球(二)(女)
14287,8.0,322.045.1.08,化学系毕业论文
14288,1.5,356.149.1.01,医学昆虫学
14289,3.0,325.049.1,系统动力学导论
14290,4.0,ENGL110003.52,大学英语III
14291,2.0,172.027.1.01,Windows2000操作系统
14292,3.0,INFO110004.03,VB程序设计
14293,2.0,312.148.1,英语听说上
14294,3.0,351.003.1,通信电路实验
14295,3.0,327.049.1,国际私法
14296,1.0,INFO110040.05,计算机绘图与多媒体
14297,6.0,318.171.1.05,毕业论文(含专题讨论)
14298,6.0,218.120.1.19,毕业论文
14299,2.0,ENVI130041,环境设备基础
14300,3.0,PTSS110057.12,毛泽东思想中国特色理论概论
14301,3.0,121.008.1,电子学方法
14302,3.0,314.214.1,西方史学史
14303,2.0,PHIL110009.01,当代伦理智慧
14304,2.0,MED130146.14,基于疾病的多学科教学IV
14305,2.0,HIST130149.01,蒙元史
14306,2.0,MED130167.02,儿科学床边教学
14307,2.0,140.004.1,商业银行业务与管理
14308,2.0,INFO130258.01,并行计算机体系结构概论
14309,2.0,FORE130133,翻译与思辨
14310,2.0,329.181.1,计算机辅助设计
14311,4.0,ENGL110001.12,大学英语I
14312,3.0,MANA130004,财务管理
14313,1.0,PEDU110024.03,乒乓球(二)(女)
14314,1.0,PEDU110048.02,十六式太极拳
14315,2.0,317.099.1,比较公共行政
14316,2.0,HIST130067,欧洲古代中世纪思想文化史
14317,2.0,172.049.1,模拟电子学方法
14318,2.0,SOCI130063,越轨社会学
14319,2.0,316.023.1.01,西方哲学原著导读
14320,3.0,372.076.1.01,计算机图形学
14321,3.0,INFO130062,数据通信与计算机网络
14322,1.0,COMP110004.06,计算机基础与数据库
14323,2.0,HIST110012.01,西方人在中国:1600-1900
14324,2.0,JOUR110002.01,广告策划与创意
14325,4.0,331.112.1,电气照明设计
14326,3.0,MANA110029,国际营销
14327,1.0,339.017.1.01,素描写生
14328,2.0,311.230.1.01,《中国话的文法》精读
14329,2.0,CHEM130001,分析化学AⅠ
14330,2.0,169.004.1.01,管理学基础
14331,2.0,PHIL120010.01,社会科学的哲学
14332,2.0,312.057.1,法语语音学
14333,2.0,ECON130070.01,商务谈判(英语)(上)
14334,4.0,612.001.2,基础法语(下)
14335,4.0,224.110.1,代数结构与数理逻辑
14336,4.0,372.049.1,高频电子线路A
14337,2.0,313.007.1.01,新闻事业管理
14338,2.0,145.008.1.01,环境科学前沿
14339,2.0,314.238.1,20世纪世界史
14340,3.0,292.001.1,政治学原理
14341,2.0,339.056.1.01,虚拟空间设计
14342,2.0,PHIL130001,马克思主义哲学导论
14343,4.0,ILLU130003,工业自动控制技术
14344,2.0,101.025.1.01,当代中国改革的理论与实践
14345,3.0,268.023.1.01,国际贸易
14346,1.0,PTSS110046.01,就业指导
14347,2.0,119.021.1,纳米物理导论
14348,3.0,214.004.1.01,中国史学史
14349,2.0,PHYS130076.01,经济物理
14350,6.0,318.171.1.31,毕业论文(含专题讨论)
14351,2.0,360.013.1.01,保险法
14352,2.0,MED130144.14,基于疾病的多学科教学II
14353,2.5,MED130001.05,细胞生物学B
14354,2.0,POLI130113,公共事业管理
14355,2.0,372.222.1.01,多媒体信息技术
14356,2.0,MUSE110009.01,文物与科技
14357,2.0,INFO130075.01,机械制图及CAD基础
14358,3.5,MED130027.02,局部解剖学A
14359,3.0,269.033.1,营销管理
14360,2.0,INFO130073,多媒体技术
14361,1.0,PEDU110107.19,健美操
14362,1.0,MED130153.01,功能学科实验II
14363,4.0,372.053.1.01,固体物理
14364,2.0,329.171.1.01,工程中的力学方法
14365,2.0,PTSS110003.03,道德与法律
14366,2.0,312.146.1,俄罗斯文学史及作品选读
14367,4.0,FORE130097,高级俄语(下)
14368,2.0,150.004.1,经济法
14369,4.0,224.001.2,微积分(中)
14370,1.0,PEDU110068.05,垒球(一)(女)
14371,5.0,218.124.2.03,高等数学B（下）
14372,2.0,317.127.2.01,专业英语(公共行政)(二)
14373,3.0,221.115.2,生物医学工程专业实验(下)
14374,2.0,INFO130140,信息论基础
14375,4.0,222.118.1.02,有机化学
14376,2.0,ECON130148.01,当代中国金融前沿专题研究
14377,2.0,JOUR130138,外国新闻法制
14378,2.0,356.182.1.04,医学分子遗传学
14379,2.0,FORE110002.02,基础俄语(上)
14380,2.0,334.084.1,社会调查与研究
14381,2.0,ENGL110044.20,大学英语II
14382,3.0,POLI120001.04,政治学原理
14383,2.0,352.004.1,液晶原理与应用
14384,2.0,311.095.1,语音学
14385,1.0,372.109.1.01,生产实习
14386,2.0,3000.1.1,可编程逻辑器件
14387,3.0,330.108.1,机械制图及其CAD
14388,3.0,219.901.2,普通物理B
14389,3.0,0981.1.1,理论力学A(上)
14390,2.0,372.183.1.01,专用集成电路设计方法实验
14391,2.0,317.127.1.01,专业英语(公共行政)(一)
14392,2.0,145.008.1.02,环境科学前沿
14393,3.0,MED130193.01,微生物学
14394,3.0,0198.2.1,涉外秘书学B
14395,3.0,MANA130257.01,中国物流环境
14396,2.0,MATH130030.05,专题讨论
14397,10.0,MANA130251.01,高级汉语(二）
14398,4.0,ENGL110002.40,大学英语II
14399,2.0,ARTS130013.01,构成艺术(一)
14400,3.0,344.103.1,高分子工艺
14401,4.0,356.107.1.04,生理学
14402,3.0,357.132.1.01,预防医学I
14403,2.0,113.005.1,摄影美学
14404,4.0,419.901.1,普通物理(上)
14405,2.0,MANA110039.01,产业经济学概论
14406,2.0,MACR130013.01,高分子专题(高分子光谱学)
14407,2.0,317.042.1.05,专题阅读讨论
14408,4.0,318.089.1,数值代数
14409,2.0,MED130167.04,儿科学床边教学
14410,1.0,224.106.1,电子线路基础实验
14411,12.0,MED130119.06,内科实习
14412,6.0,218.120.1.29,毕业论文
14413,3.0,COMP130064.01,应用数论
14414,4.0,ENGL110002.03,大学英语II
14415,2.0,PHIL130125,《墨子》
14416,2.0,322.010.1,中级无机化学实验
14417,2.0,JOUR130136,营销传播策划
14418,3.0,268.003.1.08,微观经济学A
14419,1.0,INFO110041.03,计算机网络与网页制作
14420,1.5,356.242.1.01,临床诊断技术
14421,2.0,319.148.1,光学
14422,2.0,CHIN130164,实验语音学
14423,2.0,159.005.1,老年护理学
14424,2.0,MANA120013.01,组织行为学
14425,5.0,MATH120003.03,高等数学B(上）
14426,1.0,PEDU110010,排球(二)(男)
14427,1.0,PEDU110007.03,篮球(一)(女)
14428,2.0,359.027.1,中医护理学
14429,2.0,314.053.1.01,基督教在华传播史
14430,2.0,312.211.1,韩国文化
14431,2.0,358.106.1.01,药物化学概论
14432,2.0,111.027.1.01,当代世界文学
14433,2.0,212.101.2,翻译理论与技巧I下
14434,1.0,PEDU110090.01,健美
14435,4.0,MATH120006,高等数学C（下）
14436,4.0,218.014.1,程序设计与算法语言
14437,2.0,334.087.1,医疗和健康社会学
14438,1.0,INFO110041.11,计算机网络与网页制作
14439,4.0,321.126.1,半导体物理
14440,4.0,103.015.2.26,大学英语II
14441,3.0,COMP110006.18,VB程序设计
14442,2.0,335.071.1.01,中国青铜器
14443,2.0,313.117.1,管理科学导论
14444,2.0,ENGL110044.42,大学英语II
14445,3.0,MATH130049,金融经济学
14446,1.0,PEDU110097.02,综合体育(二)(女)
14447,1.0,191.901.4.01,科学讲座（四）
14448,2.0,MANA130267,ERP原理与应用
14449,3.0,330.125.1.01,有机化学与聚合物引论
14450,2.0,326.042.1.01,国际经贸英语(听力)
14451,2.0,347.007.1.01,跨文化管理
14452,3.0,MANA130006.06,营销管理
14453,2.0,PTSS110006.04,法律基础
14454,2.0,216.022.1.01,古希腊哲学
14455,2.0,MANA130176.02,IT项目管理
14456,1.0,PEDU110032.02,网球(二)(女)
14457,2.0,0664.1.1,农村社会学
14458,3.0,372.208.1.01,信息论与编码
14459,4.0,SOCI130015.01,毕业论文
14460,2.0,600.041.1,跆拳道
14461,3.5,MED130214.01,病理生理学
14462,4.0,219.122.2.06,大学物理（下）
14463,4.0,103.027.1.03,高级英语
14464,4.0,224.109.1,计算机原理
14465,4.0,PHIL130016,毕业论文
14466,2.0,314.043.1,民国经济史
14467,2.0,112.012.1,英美概况(英)
14468,2.0,MATE130029,专业外语
14469,3.0,350.142.1,旅游学原理
14470,2.0,MANA130016,实习调查
14471,2.0,MED130154.01,妇产科学A
14472,1.0,PEDU110090.04,健美
14473,2.0,0242.1.1,中国近代资产阶级研究
14474,2.0,FORE130239,外贸俄语
14475,3.0,370.104.1.01,生物化学B
14476,2.0,POLI130033,日本政治与对外关系
14477,2.0,218.119.1.03,专题讨论
14478,2.0,334.147.1.01,发展研究
